Frequency (Hz),Amplitude
0.0,9.540000000000006
976.5625,12.259106950078845
1953.125,6.575477008976925
2929.6875,6.452843632096325
3906.25,20.620687506651876
4882.8125,3.6686620714314624
5859.375,6.0154134800524
6835.9375,5.266392741607136
7812.5,13.689121324594584
8789.0625,2.683890010747701
9765.625,5.445713644678907
10742.1875,6.904377845915964
11718.75,6.42526168976573
12695.3125,11.457001989211818
13671.875,7.819032904142708
14648.4375,8.311034064042305
15625.0,10.021590755221856
16601.5625,17.018761390913493
17578.125,6.438647148407984
18554.6875,7.270727113057667
19531.25,5.323606971407559
20507.8125,7.353913647619317
21484.375,9.616779944321515
22460.9375,6.951599401445377
23437.5,13.157755796898586
24414.0625,2.2943191391226123
25390.625,4.5299645776825415
26367.1875,6.107813777077587
27343.75,14.438445525065271
28320.3125,11.06894568026825
29296.875,13.659441912879773
30273.4375,2.3594565873937783
31250.0,18.293787342398165
32226.5625,21.38742162276804
33203.125,14.780564896801494
34179.6875,12.342643894086475
35156.25,16.361687386862247
36132.8125,36.133035860065654
37109.375,15.245586695295538
38085.9375,7.741652171686803
39062.5,34.51230303662998
40039.0625,81.50570285834782
41015.625,104.72057771162969
41992.1875,383.42137832630243
42968.75,119.61055342614048
43945.3125,97.24985937977264
44921.875,44.772407972541274
45898.4375,4.718583303038279
46875.0,27.6572298853814
47851.5625,37.97327110124205
48828.125,17.44262234585777
49804.6875,10.56349055013782
50781.25,12.84225095140064
51757.8125,18.818138804601286
52734.375,5.863777226872533
53710.9375,7.299530154152217
54687.5,8.699578721652506
55664.0625,16.249948386198035
56640.625,9.723504637508249
57617.1875,2.134337836820735
58593.75,12.36831766859579
59570.3125,15.58350589543324
60546.875,22.1920859867714
61523.4375,5.697795810152552
62500.0,10.5777220911815
63476.5625,2.4990948139833598
64453.125,11.051367612605928
65429.6875,6.684256109211795
66406.25,6.812456750897004
67382.8125,18.379704074532533
68359.375,20.0946438357995
69335.9375,5.916943401119476
70312.5,6.284229791315046
71289.0625,9.126400059605352
72265.625,15.46102426522752
73242.1875,5.999913685606033
74218.75,14.763092138559504
75195.3125,12.876560718264438
76171.875,15.770994939367037
77148.4375,13.14492446909207
78125.0,6.871282286912708
79101.5625,13.67802769408277
80078.125,22.492747719535163
81054.6875,17.768676608175017
82031.25,8.029413280106455
83007.8125,21.75312092856098
83984.375,20.39942353993777
84960.9375,27.66751153341236
85937.5,6.10240764669694
86914.0625,37.006750903277656
87890.625,82.29801509336097
88867.1875,119.43199358778922
89843.75,123.0565924117999
90820.3125,110.35053042789767
91796.875,87.17959720723056
92773.4375,39.33259940848673
93750.0,8.93306287607682
94726.5625,23.639505225855785
95703.125,27.650332328891402
96679.6875,15.60661759263882
97656.25,4.493630468760197
98632.8125,20.175053269529503
99609.375,6.6349633379979895
100585.9375,12.723819267238875
101562.5,5.539410113525621
102539.0625,6.571045155573528
103515.625,12.788730328366658
104492.1875,13.702228431410266
105468.75,5.097283405218277
106445.3125,10.709145717738728
107421.875,10.971627289722143
108398.4375,5.892678742333229
109375.0,1.1615111557012368
110351.5625,2.8067908133177375
111328.125,13.593001941289517
112304.6875,2.124599964494942
113281.25,9.77901305529231
114257.8125,8.08849551777156
115234.375,14.399251928093836
116210.9375,17.485321595132874
117187.5,16.583168127663384
118164.0625,2.312192457474514
119140.625,11.687807327159744
120117.1875,5.4890408707959475
121093.75,5.143215627468138
122070.3125,8.77337956581829
123046.875,8.44238237580302
124023.4375,10.7626351420433
125000.0,9.261645226114473
125976.5625,1.239193696765681
126953.125,3.5841065925679
127929.6875,4.267830502862857
128906.25,3.9824050604143966
129882.8125,1.5362475521291927
130859.375,2.1104171198778037
131835.9375,9.9636126420497
132812.5,3.4838239411781338
133789.0625,10.827081296513944
134765.625,3.989272260473647
135742.1875,11.44828831723391
136718.75,9.500079273165918
137695.3125,8.689331675635364
138671.875,10.41979635263722
139648.4375,1.2026481155622295
140625.0,4.7518305681745
141601.5625,11.610663028215086
142578.125,6.167484545588504
143554.6875,6.36184912747838
144531.25,9.470194863301833
145507.8125,7.264143970850291
146484.375,6.922621528641293
147460.9375,3.5355452994639984
148437.5,10.721374462100716
149414.0625,10.212507904318317
150390.625,2.7842518686552724
151367.1875,1.1797516609817433
152343.75,2.0150080981479204
153320.3125,13.870310242916577
154296.875,7.923828276812248
155273.4375,6.829654888491299
156250.0,12.48889614247772
157226.5625,9.188631912395326
158203.125,5.363985603805584
159179.6875,14.495909476482113
160156.25,4.469606938318681
161132.8125,6.07848343780662
162109.375,13.614290421158596
163085.9375,3.826054093993214
164062.5,5.1729068104384375
165039.0625,12.048661175680918
166015.625,3.1819637717664295
166992.1875,6.601118742141142
167968.75,3.9616515430154826
168945.3125,5.620697030045941
169921.875,2.568643933029596
170898.4375,9.544091323256596
171875.0,11.867421399150684
172851.5625,4.855416853798179
173828.125,12.646167778704068
174804.6875,9.73081807409575
175781.25,0.7901920145945339
176757.8125,10.396910759234832
177734.375,3.4278704249244765
178710.9375,1.8874838048945735
179687.5,4.791421255932927
180664.0625,7.472350369578039
181640.625,7.279250535272508
182617.1875,6.238213294326234
183593.75,12.784436852510956
184570.3125,10.82077059595455
185546.875,2.998172440387997
186523.4375,3.654036174714339
187500.0,6.477253323458707
188476.5625,8.335460142320114
189453.125,9.083465749179807
190429.6875,6.581185489398798
191406.25,9.256105954004862
192382.8125,7.390370705082361
193359.375,4.236792164351633
194335.9375,7.634849695103795
195312.5,2.4031744485564204
196289.0625,7.485385116066858
197265.625,15.312844231647675
198242.1875,7.813773293851699
199218.75,8.260578787223894
200195.3125,12.931966652002313
201171.875,2.730362136289755
202148.4375,4.954360276629638
203125.0,10.033988960707404
204101.5625,14.765838221189089
205078.125,8.793185589892401
206054.6875,4.925203054930684
207031.25,10.114403488620853
208007.8125,11.141777119334048
208984.375,10.665640390412973
209960.9375,11.82147493382933
210937.5,8.667930722740675
211914.0625,8.804798801758203
212890.625,15.109335044976428
213867.1875,13.401109831755928
214843.75,10.034008206854002
215820.3125,8.903178075379504
216796.875,8.723493266538826
217773.4375,5.616223185678236
218750.0,7.237196903367336
219726.5625,8.134349090734512
220703.125,9.1503496757987
221679.6875,10.84931112752119
222656.25,5.7029744610035875
223632.8125,15.22256510403915
224609.375,8.904689740749332
225585.9375,2.4267391125782134
226562.5,5.005832828590081
227539.0625,4.206346287893542
228515.625,4.520996442535431
229492.1875,5.945066485592619
230468.75,3.0395109990699667
231445.3125,14.793751718835871
232421.875,1.2891585380287702
233398.4375,1.495882759794871
234375.0,7.260001756188866
235351.5625,13.176416886285358
236328.125,2.923782015835706
237304.6875,5.916563345585544
238281.25,9.99660745021031
239257.8125,3.54512901516388
240234.375,7.936481569099612
241210.9375,8.232642810680423
242187.5,4.0034025009782805
243164.0625,13.483842443042613
244140.625,6.127145367829507
245117.1875,8.676121851532855
246093.75,15.299275132959764
247070.3125,6.063776069676924
248046.875,7.530125308095972
249023.4375,5.823567268062628
250000.0,17.972995799253948
250976.5625,8.098671823803333
251953.125,9.953013885681726
252929.6875,13.226316619161576
253906.25,15.811410213271031
254882.8125,9.219618947842616
255859.375,8.967702724192868
256835.9375,9.89097100215093
257812.5,14.988200067959916
258789.0625,3.5428280769935068
259765.625,7.7749279820089106
260742.1875,8.99156964053029
261718.75,6.192376118902553
262695.3125,9.272585596343866
263671.875,21.430713088171817
264648.4375,1.19171102078562
265625.0,11.632673592772864
266601.5625,18.16580524843386
267578.125,8.07641867135814
268554.6875,9.330285567902314
269531.25,10.002237191592123
270507.8125,5.042134831068727
271484.375,3.4746514790926026
272460.9375,1.8220033358550811
273437.5,5.46224445086064
274414.0625,6.308309957085003
275390.625,9.88009278995158
276367.1875,7.081225951294168
277343.75,17.724490002281396
278320.3125,11.143951921764952
279296.875,2.4651297363410447
280273.4375,5.073810840819037
281250.0,11.401369074537493
282226.5625,8.922831633090505
283203.125,8.202029867744125
284179.6875,2.58163624976363
285156.25,5.508938116469932
286132.8125,2.9092641525765313
287109.375,10.729057984120129
288085.9375,0.8264922318389989
289062.5,6.4016153248751095
290039.0625,6.886204070411085
291015.625,9.787609839445281
291992.1875,5.117067316563085
292968.75,12.96062161621056
293945.3125,0.8623141043234942
294921.875,2.286379707754483
295898.4375,3.0982299941365685
296875.0,5.7879908895607475
297851.5625,5.778298542845804
298828.125,4.952697306721863
299804.6875,11.316487330273352
300781.25,4.784470992375819
301757.8125,4.306829661532554
302734.375,6.8259036775342
303710.9375,2.0355734480329577
304687.5,4.142482457158417
305664.0625,2.317905002240731
306640.625,7.765968947044542
307617.1875,6.292076477660755
308593.75,2.4574249263755856
309570.3125,11.27992725504137
310546.875,9.599533510580534
311523.4375,11.81798339215631
312500.0,8.218608921405647
313476.5625,5.408468325003342
314453.125,4.6807940217279995
315429.6875,7.983449180258278
316406.25,2.162333833154569
317382.8125,16.64332626964065
318359.375,2.8659114895536897
319335.9375,9.930078041434106
320312.5,10.721014796734275
321289.0625,5.5771693568682
322265.625,5.501634426594801
323242.1875,4.593362917762949
324218.75,10.634683430240548
325195.3125,10.684758058133403
326171.875,6.892578127395099
327148.4375,8.423516404901397
328125.0,4.618247559756708
329101.5625,9.290852675228317
330078.125,12.837461089351113
331054.6875,3.5036984383230227
332031.25,12.839025238986675
333007.8125,5.980805523313695
333984.375,10.886056847649852
334960.9375,4.611510140954356
335937.5,13.692145468008896
336914.0625,11.689642664066499
337890.625,5.308824061491099
338867.1875,9.767232380750851
339843.75,7.764020320156028
340820.3125,3.903753193415536
341796.875,2.8149365213801385
342773.4375,7.2945069504886355
343750.0,6.4986239951462945
344726.5625,9.783494209573613
345703.125,14.366765052386203
346679.6875,8.21635928254988
347656.25,11.426184627512106
348632.8125,3.6367896868805385
349609.375,4.309196656779375
350585.9375,1.8018089225437612
351562.5,11.285464258578912
352539.0625,18.521777861507104
353515.625,6.6951121703923695
354492.1875,4.468861637652564
355468.75,10.100322547244282
356445.3125,9.669850444887656
357421.875,8.810745935017131
358398.4375,6.764257129876085
359375.0,11.90084631138571
360351.5625,6.498916416501493
361328.125,9.352086431344766
362304.6875,6.37890182795585
363281.25,1.3375769478103203
364257.8125,11.191138804736214
365234.375,14.543829586985723
366210.9375,4.830029135637121
367187.5,10.973481103395898
368164.0625,3.0612268336168955
369140.625,13.133453581292216
370117.1875,6.466566870249945
371093.75,13.284794513986023
372070.3125,16.74038602480498
373046.875,9.838649550744767
374023.4375,8.881732211370895
375000.0,7.985567713418441
375976.5625,6.497125941909161
376953.125,2.857382747447533
377929.6875,8.906460783394882
378906.25,7.059939547921431
379882.8125,9.151576382618945
380859.375,4.3826181163402955
381835.9375,9.270272784978259
382812.5,2.9329034120388306
383789.0625,10.64936871747861
384765.625,3.541315778575142
385742.1875,8.145840145345376
386718.75,7.8848449465931
387695.3125,13.55813838804505
388671.875,8.525651649644475
389648.4375,16.77783909822051
390625.0,14.223998782019533
391601.5625,2.3787145563329424
392578.125,7.523400183932742
393554.6875,1.1248307056237266
394531.25,2.00710378544756
395507.8125,11.927239370353474
396484.375,9.603366376742018
397460.9375,8.45583050570238
398437.5,7.415999288493824
399414.0625,0.7488488558470252
400390.625,10.127081734890075
401367.1875,7.50597865393731
402343.75,7.273628628175384
403320.3125,10.7516499867242
404296.875,9.293935238191043
405273.4375,5.248988985428659
406250.0,3.6968256270186153
407226.5625,4.98154516938956
408203.125,8.074077921668723
409179.6875,4.4179660760439825
410156.25,0.5177100429760639
411132.8125,9.620785219552113
412109.375,3.349772124324136
413085.9375,3.238521070772628
414062.5,7.126238619536904
415039.0625,12.336879213434303
416015.625,9.442015253977788
416992.1875,3.299598528420665
417968.75,2.842245650992854
418945.3125,3.5033193155197644
419921.875,8.854414502668735
420898.4375,6.834831539273088
421875.0,4.880029723456403
422851.5625,4.989085054294256
423828.125,4.8586494196218775
424804.6875,13.220873923690126
425781.25,6.886439375313397
426757.8125,6.804721182807179
427734.375,7.186372601363203
428710.9375,3.666916285357365
429687.5,8.65542085164571
430664.0625,7.759818663434626
431640.625,4.879310840669198
432617.1875,5.42507337905431
433593.75,11.414662949235307
434570.3125,4.304131905283383
435546.875,5.175307445394403
436523.4375,3.744094704519388
437500.0,1.3922801953865391
438476.5625,8.531807050783566
439453.125,13.718154513845258
440429.6875,10.802773605174623
441406.25,4.087488714210994
442382.8125,5.146215972657618
443359.375,7.749467378180803
444335.9375,5.369624919356456
445312.5,9.193779181884851
446289.0625,7.190395578605728
447265.625,8.151637498333145
448242.1875,6.685819079158659
449218.75,2.0916727032632343
450195.3125,7.004791256944104
451171.875,6.108163045903595
452148.4375,17.891809887134787
453125.0,6.671363415631562
454101.5625,7.338913635776562
455078.125,4.89668196189699
456054.6875,6.286811915192481
457031.25,7.802973044564147
458007.8125,11.834208348921777
458984.375,6.968982773317267
459960.9375,3.256575833092592
460937.5,5.599516295800145
461914.0625,11.21135391592064
462890.625,1.5732647730594758
463867.1875,5.1350984297901405
464843.75,0.6352827000124153
465820.3125,7.975672957796736
466796.875,5.6682886512709265
467773.4375,3.904758222563235
468750.0,8.370660196589846
469726.5625,3.2128346316506495
470703.125,6.318766608525366
471679.6875,14.840094463628654
472656.25,4.162548401319275
473632.8125,9.230702142170141
474609.375,5.232724637896395
475585.9375,9.49163031145626
476562.5,6.813931238698537
477539.0625,2.359928828410478
478515.625,2.009254897710203
479492.1875,1.4127953089981853
480468.75,3.6586193723953766
481445.3125,1.208482662570096
482421.875,17.44313406129066
483398.4375,8.853648421815327
484375.0,5.261021651109683
485351.5625,4.0520566394175015
486328.125,15.745146582195735
487304.6875,6.082378263552037
488281.25,8.357084484904826
489257.8125,0.40044637694634005
490234.375,2.4674191278160778
491210.9375,1.5437092759188182
492187.5,7.867121286139225
493164.0625,7.882465242107105
494140.625,11.122227524415536
495117.1875,4.18905916222404
496093.75,5.334262156244185
497070.3125,5.169350512542928
498046.875,1.6867527671108398
499023.4375,8.767026353366763
500000.0,5.733999999999999
